TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
1.33073e+06 0 946 3171
1.34101e+06 0 942 3293
1.4869e+06 0 1039 3335
1.53366e+06 0 1064 3399
1.45503e+06 0 1004 3092
1.33675e+06 0 934 2808
1.50363e+06 0 1062 3919
1.58499e+06 0 1106 4192
1.47423e+06 0 1033 4207
1.3905e+06 0 996 3719
1.843e+06 0 1256 4220
1.6967e+06 0 1155 4435
1.62013e+06 0 1084 3317
1.60498e+06 0 1111 4130
1.34417e+06 0 938 2566
1.28309e+06 0 929 3799
1.47892e+06 0 1001 2867
1.6011e+06 0 1080 3993
1.39422e+06 0 977 3245
1.49134e+06 0 1073 3493
1.95621e+06 0 1301 8129
1.26406e+06 0 935 3717
1.33399e+06 0 959 3273
1.38693e+06 0 985 3446
1.43388e+06 0 1011 3738
1.46845e+06 0 1018 3789
1.52721e+06 0 1062 3875
1.22341e+06 0 896 3537
1.57571e+06 0 1112 3509
1.61188e+06 0 1076 4204
1.45798e+06 0 1031 3472
1.54398e+06 0 1096 4537
1.48401e+06 0 1038 3663
1.23554e+06 0 883 2759
1.64271e+06 0 1136 4161
1.66021e+06 0 1144 3646
1.47046e+06 0 1034 2990
1.37276e+06 0 981 3287
1.39938e+06 0 968 3220
1.56489e+06 0.000694927 1087 3860
1.77924e+06 0 1172 4278
1.59521e+06 0 1115 5124
1.52804e+06 0 1036 3543
1.50048e+06 0 1043 6258
1.41951e+06 0 971 3540
1.37365e+06 0 940 3335
1.80536e+06 0 1255 5075
1.56561e+06 0 1062 3222
1.41631e+06 0 1000 3682
1.56222e+06 0 1086 3601
1.31225e+06 0 940 2958
1.39214e+06 0 972 3102
1.52592e+06 0 1083 4013
1.60192e+06 0 1142 5037
1.81341e+06 0 1212 5530
1.37138e+06 0 973 3535
1.66273e+06 0 1119 3763
1.64002e+06 0 1127 4102
1.94363e+06 0 1298 9175
1.29219e+06 0 902 4175
1.76572e+06 0 1186 4400
1.82144e+06 0 1218 4502
1.48377e+06 0 1028 3373
1.23244e+06 0 890 2772
1.31967e+06 0 926 2971
1.44775e+06 0 1003 3373
1.43344e+06 0 1021 2994
1.63106e+06 0 1116 3752
1.67548e+06 0 1133 5910
1.44776e+06 0 1008 3223
1.53894e+06 0 1047 3272
1.57775e+06 0 1082 3704
1.39603e+06 0 999 3821
1.54888e+06 0 1058 3583
1.47638e+06 0 1022 3878
1.34041e+06 0 932 3613
1.37684e+06 0 963 3974
1.4829e+06 0 1026 4688
1.42227e+06 0 1006 4552
1.82881e+06 0 1249 4661
1.65489e+06 0 1117 3612
1.3497e+06 0 950 3178
1.56055e+06 0 1062 3419
1.39438e+06 0 1015 3318
1.72303e+06 0 1162 4450
1.37456e+06 0 975 3758
1.57482e+06 0 1088 3412
1.53814e+06 0 1082 5821
1.71016e+06 0 1150 3679
1.49256e+06 0 1043 5524
1.32068e+06 0 943 2861
1.27006e+06 0 934 4633
1.4609e+06 0 1011 3258
1.31794e+06 0 922 2735
1.27494e+06 0 890 4318
1.27791e+06 0 912 3489
1.49826e+06 0 1019 3099
1.60952e+06 0 1159 4137
2.32938e+06 0 1565 5059
1.34623e+06 0 923 3705
1.71992e+06 0 1195 4442
1.43747e+06 0 1037 3645
1.48805e+06 0 1047 3817
1.5621e+06 0 1111 4566
2.01279e+06 0 1345 5509
1.42204e+06 0 969 3089
1.43609e+06 0 997 3081
1.83546e+06 0 1223 4362
1.32591e+06 0 966 2893
1.79097e+06 0 1210 3815
1.67936e+06 0 1130 3508
1.63408e+06 0 1145 3912
1.86758e+06 0 1317 6469
1.63769e+06 0 1123 4562
1.35313e+06 0 954 2666
1.25768e+06 0 895 3226
1.8021e+06 0 1252 3907
1.51373e+06 0 1056 4189
1.46739e+06 0 1024 3353
1.35801e+06 0 967 3040
1.54839e+06 0 1088 5113
1.32167e+06 0 929 2961
1.61775e+06 0 1104 3272
1.33789e+06 0 932 3630
1.5041e+06 0 1095 4333
1.35234e+06 0 971 3017
1.29174e+06 0 911 2675
1.65856e+06 0 1096 3704
1.53765e+06 0 1048 3695
1.53906e+06 0 1059 3352
1.36951e+06 0 976 3588
1.58075e+06 0 1065 3626
1.40241e+06 0 1006 5472
1.36782e+06 0 955 3943
1.51415e+06 0 1039 4805
1.32415e+06 0 965 3210
1.5949e+06 0 1098 3656
1.41634e+06 0 974 3571
1.58252e+06 0 1098 3407
1.66913e+06 0 1161 4074
1.35117e+06 0 959 3238
1.44781e+06 0 1007 3478
1.52742e+06 0 1051 3303
1.53678e+06 0 1094 4211
1.46706e+06 0 1028 5168
1.90978e+06 0 1309 5680
2.1438e+06 0 1362 4259
1.77755e+06 0 1177 6066
1.57104e+06 0.000673854 1058 3184
1.43314e+06 0 1005 3471
1.56151e+06 0 1075 3492
1.60998e+06 0 1123 4096
1.32876e+06 0 949 2836
1.4963e+06 0 1039 3884
2.02357e+06 0 1363 6216
1.33529e+06 0 964 3465
1.66421e+06 0 1165 3940
1.28832e+06 0 939 3378
1.72943e+06 0 1174 4876
1.41502e+06 0 996 3013
1.74058e+06 0 1203 6724
1.39827e+06 0 968 3030
1.48518e+06 0 1061 4376
1.55198e+06 0 1089 3371
1.36257e+06 0 981 3000
2.07851e+06 0 1397 4718
1.86742e+06 0 1300 6967
1.2992e+06 0 960 3006
1.73376e+06 0 1207 4739
1.38676e+06 0 985 3060
1.86239e+06 0 1239 4010
1.45686e+06 0 995 3192
1.33709e+06 0 975 3179
2.00855e+06 0 1336 4752
1.56157e+06 0 1080 3720
1.64667e+06 0 1141 5759
1.40457e+06 0 996 4469
1.44679e+06 0 1014 3283
1.4591e+06 0 1023 3313
1.55884e+06 0 1112 5304
1.50325e+06 0 1067 4516
1.58451e+06 0 1107 5574
1.72032e+06 0 1194 6836
1.3345e+06 0 952 3795
1.80277e+06 0 1209 5111
1.50556e+06 0 1087 5423
1.41983e+06 0 1002 3464
1.83028e+06 0 1252 4854
1.45496e+06 0 1042 3255
1.45617e+06 0 1014 4142
1.6825e+06 0 1110 3538
2.14701e+06 0 1398 4692
1.41071e+06 0 992 3958
1.42848e+06 0 987 3701
1.38234e+06 0 972 3990
1.4186e+06 0 1008 3343
1.29103e+06 0 945 3363
1.48186e+06 0 1064 4295
1.51559e+06 0 1036 3858
1.54905e+06 0 1084 3689
1.46009e+06 0 996 3153
1.51139e+06 0 1043 2822
1.59164e+06 0 1122 3283
