TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
2.37397e+06 0 1401 4689
2.69316e+06 0 1580 4536
3.04442e+06 0 1770 4939
2.8709e+06 0 1653 5899
2.69771e+06 0 1565 4049
2.87412e+06 0 1678 5446
2.71897e+06 0 1585 4205
2.39904e+06 0 1446 4618
3.43132e+06 0 1972 7296
3.81926e+06 0 2151 6692
2.97628e+06 0 1684 5081
2.79073e+06 0 1608 4388
2.58744e+06 0 1520 4125
2.87728e+06 0 1661 4675
3.18631e+06 0 1788 6859
2.64999e+06 0 1545 4982
3.06661e+06 0 1799 5174
3.17194e+06 0 1825 6023
2.32336e+06 0 1435 4833
2.47108e+06 0 1457 3799
2.89939e+06 0 1698 5430
2.94776e+06 0 1716 5333
2.80084e+06 0 1636 4538
2.67002e+06 0 1612 5010
3.34893e+06 0 1880 5735
2.46989e+06 0 1449 5151
3.02384e+06 0 1757 5422
2.35688e+06 0 1430 3932
2.99095e+06 0 1721 4954
3.09442e+06 0 1779 5728
2.48885e+06 0 1469 4717
2.68194e+06 0 1576 5113
3.36024e+06 0 1938 6155
3.51043e+06 0 1962 7743
2.97372e+06 0 1725 5019
2.8811e+06 0 1620 3938
2.87756e+06 0 1666 5588
2.75019e+06 0 1573 4626
2.87058e+06 0 1659 5876
3.39582e+06 0 1918 6848
2.49307e+06 0 1484 4465
3.30551e+06 0 1904 5771
2.45243e+06 0 1444 3790
2.54083e+06 0 1503 4522
2.91591e+06 0 1728 4472
3.26284e+06 0 1838 6387
2.7972e+06 0 1627 5029
3.24046e+06 0 1839 5382
3.31804e+06 0 1838 6185
2.35543e+06 0 1374 3939
3.95267e+06 0 2254 6676
3.86196e+06 0 2128 6220
2.61778e+06 0 1536 4749
2.50563e+06 0 1506 4508
2.84248e+06 0 1627 5078
2.68034e+06 0 1595 4216
3.72236e+06 0 2094 7338
3.1931e+06 0 1842 5766
3.23153e+06 0 1831 4557
3.23295e+06 0 1847 5298
2.5144e+06 0 1483 4343
2.98856e+06 0 1704 5663
2.59656e+06 0 1514 4347
2.6167e+06 0 1512 4807
2.93821e+06 0 1704 6164
2.92573e+06 0 1699 6079
2.92284e+06 0 1689 4841
2.81788e+06 0 1609 4349
3.33645e+06 0 1912 5827
2.63374e+06 0 1574 4177
3.05201e+06 0 1734 4446
2.51613e+06 0 1501 4051
3.58293e+06 0 1978 5935
2.78847e+06 0 1646 4762
3.08188e+06 0 1776 6263
2.61231e+06 0 1549 4043
2.12504e+06 0 1310 3757
3.02901e+06 0 1728 4756
2.4597e+06 0 1455 4985
2.75355e+06 0 1607 4548
3.08133e+06 0 1758 5181
2.8562e+06 0 1709 4624
3.83629e+06 0 2105 6213
2.87996e+06 0 1684 5789
2.65762e+06 0 1587 4210
2.7349e+06 0 1622 4710
3.48677e+06 0 1952 6689
2.72379e+06 0 1555 4263
2.45828e+06 0 1432 3820
3.3288e+06 0 1859 6071
2.41548e+06 0 1435 3710
3.34633e+06 0 1893 5506
3.08065e+06 0 1759 6326
3.2839e+06 0 1927 7381
3.00893e+06 0 1739 5135
2.57722e+06 0 1500 3976
2.52329e+06 0 1503 5029
2.93306e+06 0 1699 4875
2.72449e+06 0 1596 4440
2.80225e+06 0 1645 4785
2.9267e+06 0 1707 5126
2.65062e+06 0 1549 4118
2.83885e+06 0 1613 4563
3.06485e+06 0 1836 5922
2.55512e+06 0 1538 4419
2.46556e+06 0 1446 3716
3.56992e+06 0 1992 6291
3.96278e+06 0 2193 7444
2.43987e+06 0 1454 4373
2.94377e+06 0 1680 4446
2.74421e+06 0 1612 4801
2.68221e+06 0 1574 4631
2.72768e+06 0 1584 5728
2.72511e+06 0 1590 4645
2.58118e+06 0 1498 4791
3.00789e+06 0 1720 5034
2.66289e+06 0 1559 4547
2.62013e+06 0 1528 4573
2.90869e+06 0 1675 5036
2.45156e+06 0 1460 3985
2.73673e+06 0 1594 5348
3.89942e+06 0 2141 5981
3.59946e+06 0 1999 5567
4.48596e+06 0 2460 8224
2.74817e+06 0 1600 4166
3.04575e+06 0 1740 6502
2.41052e+06 0 1422 3962
2.72406e+06 0 1592 4206
3.02138e+06 0 1719 5278
2.45955e+06 0 1460 4033
2.8426e+06 0 1656 4885
2.44458e+06 0 1464 3724
3.19139e+06 0 1838 5009
2.78726e+06 0 1610 4715
3.0386e+06 0 1749 5241
2.53936e+06 0 1507 4141
2.84792e+06 0 1698 4842
3.04214e+06 0 1735 5651
2.79571e+06 0 1623 4070
2.4742e+06 0 1504 4911
3.34126e+06 0 1910 6593
2.67153e+06 0 1593 4415
3.7557e+06 0 2111 6494
3.12318e+06 0 1818 4941
3.73027e+06 0 2124 7346
3.28203e+06 0 1896 5429
2.90902e+06 0 1711 5626
3.0018e+06 0 1725 5218
2.59312e+06 0 1534 4068
2.64396e+06 0 1568 4180
2.96098e+06 0 1720 4595
2.73309e+06 0 1627 4709
2.68575e+06 0 1539 4302
2.7679e+06 0 1620 4103
2.71363e+06 0 1594 6267
2.74964e+06 0 1606 4538
2.85558e+06 0 1633 4693
2.53636e+06 0 1539 3978
3.30012e+06 0 1840 6953
4.21613e+06 0 2281 6148
2.67559e+06 0 1556 4237
2.85388e+06 0 1650 4514
2.54643e+06 0 1504 4749
2.48499e+06 0 1500 4894
2.60575e+06 0 1581 4340
2.75673e+06 0 1603 4757
3.04954e+06 0 1719 4819
3.14121e+06 0 1784 5181
3.11301e+06 0 1807 5265
3.10174e+06 0 1780 5622
3.73819e+06 0 2021 6259
3.18165e+06 0 1814 5225
2.97185e+06 0 1726 4974
2.80301e+06 0 1593 5002
2.7756e+06 0 1597 5119
3.13222e+06 0 1794 5958
2.94219e+06 0 1705 4946
2.9005e+06 0 1644 4721
2.514e+06 0 1495 4783
2.92358e+06 0 1679 4448
3.06943e+06 0 1761 4798
2.64262e+06 0 1559 4136
2.54227e+06 0 1507 3698
2.41627e+06 0 1460 3923
2.46698e+06 0 1466 4041
3.6951e+06 0 2061 10183
2.82734e+06 0 1609 3925
2.54e+06 0 1507 4655
2.47718e+06 0 1513 5296
2.61325e+06 0 1560 4376
3.17051e+06 0 1824 5541
3.07558e+06 0 1733 5193
2.69652e+06 0 1599 5872
2.68378e+06 0 1552 4891
3.31368e+06 0 1873 4770
2.98326e+06 0 1696 5226
2.86863e+06 0 1651 6039
2.47874e+06 0 1470 4382
2.97407e+06 0 1743 4894
2.78605e+06 0 1617 4235
2.80485e+06 0 1628 5990
2.38596e+06 0 1421 4404
3.45232e+06 0 1999 5913
2.93401e+06 0 1713 5199
3.31333e+06 0 1874 5215
2.91032e+06 0 1659 4417
3.30508e+06 0 1900 5583
3.0884e+06 0 1807 5951
2.73082e+06 0 1637 6826
2.90122e+06 0 1714 5180
3.10722e+06 0 1794 5769
2.71023e+06 0 1619 4186
2.57074e+06 0 1519 4324
2.83996e+06 0 1626 4525
3.6026e+06 0 2000 6203
2.65782e+06 0 1566 4618
3.22923e+06 0 1803 6360
2.86688e+06 0 1675 5361
3.22752e+06 0 1837 5342
2.77814e+06 0 1637 4584
3.40699e+06 0 1940 7591
2.5531e+06 0 1485 3540
2.30937e+06 0 1393 4735
2.65371e+06 0 1531 4190
2.71828e+06 0 1585 4552
2.8669e+06 0 1660 4670
3.06194e+06 0 1802 7583
2.64309e+06 0 1557 4395
2.83286e+06 0 1607 4619
3.30512e+06 0 1895 6507
2.3767e+06 0 1445 4960
2.58163e+06 0 1523 3979
2.5324e+06 0 1468 3777
3.10554e+06 0 1763 4653
2.38576e+06 0 1437 4240
3.80383e+06 0 2107 5589
3.05709e+06 0 1747 5070
3.05677e+06 0 1766 6010
3.53029e+06 0 1971 5318
2.80341e+06 0 1630 4624
2.72036e+06 0 1577 4228
2.83718e+06 0 1669 5276
2.59507e+06 0 1540 3912
2.35202e+06 0 1431 3732
3.26564e+06 0 1857 8540
2.86161e+06 0 1593 4910
2.55167e+06 0 1538 4040
2.7697e+06 0 1628 4670
2.94347e+06 0 1699 4992
2.78024e+06 0 1620 3994
3.07574e+06 0 1744 5572
2.73965e+06 0 1590 5333
3.00774e+06 0 1710 4440
3.05467e+06 0 1742 4386
3.3046e+06 0 1850 6374
2.62756e+06 0 1535 5566
2.85195e+06 0 1688 5072
2.89347e+06 0 1682 4539
2.24214e+06 0 1345 3630
2.69494e+06 0 1597 5129
2.73568e+06 0 1580 4710
2.49167e+06 0 1504 4358
3.08168e+06 0 1754 5039
3.02117e+06 0 1735 5337
2.70886e+06 0 1562 4265
2.69585e+06 0 1584 4244
2.62996e+06 0 1503 4018
2.93301e+06 0 1698 4972
2.46749e+06 0 1474 3872
3.04062e+06 0 1751 5420
2.6422e+06 0 1569 3985
2.58973e+06 0 1519 4306
2.49156e+06 0 1505 4082
3.06373e+06 0 1737 6344
2.2892e+06 0 1392 4033
2.96302e+06 0 1688 7303
2.42173e+06 0 1425 4284
2.41135e+06 0 1431 3971
3.00246e+06 0 1725 4685
2.51079e+06 0 1502 4002
2.73645e+06 0 1633 5024
3.17288e+06 0 1773 6611
2.56689e+06 0 1540 5433
2.78755e+06 0 1659 5317
