TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
1.89147e+06 0.142773 1002 2568
2.01944e+06 0.147801 1078 3069
2.3341e+06 0.149332 1279 4337
2.20143e+06 0.139896 1181 4281
2.11918e+06 0.13051 1144 4093
2.00959e+06 0.149445 1063 4316
2.56315e+06 0.136364 1446 5439
2.18514e+06 0.135542 1241 5346
2.27188e+06 0.157955 1212 4854
3.39489e+06 0.134572 1930 7443
3.08547e+06 0.133484 1737 9510
2.12145e+06 0.139977 1128 3149
2.08407e+06 0.127422 1140 3352
2.17754e+06 0.135603 1172 3639
2.76744e+06 0.13797 1513 4473
2.26037e+06 0.137529 1241 3946
2.23115e+06 0.158358 1216 4105
2.10472e+06 0.144336 1111 4782
1.86877e+06 0.150093 1040 3194
2.13748e+06 0.132587 1177 3414
2.27356e+06 0.13466 1259 4220
2.13369e+06 0.132712 1157 3338
2.06319e+06 0.143024 1105 3986
2.07378e+06 0.137598 1164 3702
2.50633e+06 0.145903 1340 5280
2.36764e+06 0.137243 1324 5095
2.10162e+06 0.145761 1122 3226
1.98272e+06 0.129169 1114 4440
2.2531e+06 0.128884 1222 5339
2.10345e+06 0.137931 1115 3118
2.11116e+06 0.132743 1161 3987
2.92591e+06 0.12691 1708 7702
2.30437e+06 0.152826 1244 3753
2.3051e+06 0.145251 1201 3502
2.20057e+06 0.147332 1186 4702
2.41606e+06 0.143901 1284 5202
2.36951e+06 0.145833 1298 6982
2.06919e+06 0.140652 1082 3170
2.30428e+06 0.134604 1259 4443
2.56569e+06 0.141163 1391 4982
2.06988e+06 0.155357 1128 3410
2.39293e+06 0.143926 1307 4877
2.30062e+06 0.125956 1290 4154
2.29319e+06 0.140154 1284 6687
2.2391e+06 0.148104 1245 6013
2.90616e+06 0.138514 1611 8102
2.04132e+06 0.14593 1082 4005
2.29091e+06 0.140669 1218 4453
2.6489e+06 0.145072 1411 8402
2.03112e+06 0.128863 1093 3877
2.34997e+06 0.169327 1246 4497
2.73899e+06 0.144904 1460 5967
2.03676e+06 0.144282 1093 3439
1.85718e+06 0.136418 1008 2730
2.23973e+06 0.156268 1186 3755
2.15438e+06 0.143962 1195 4138
2.35468e+06 0.137795 1249 5415
2.1942e+06 0.133218 1184 4652
2.38048e+06 0.161473 1262 4572
2.42425e+06 0.131354 1322 4981
2.07117e+06 0.141509 1126 3883
2.09496e+06 0.146522 1091 3209
2.11119e+06 0.141026 1137 3753
2.26007e+06 0.145581 1222 5360
2.17201e+06 0.136232 1174 4884
2.1176e+06 0.146837 1131 3289
2.16202e+06 0.13807 1161 3062
2.4696e+06 0.136416 1348 4487
2.47276e+06 0.149485 1349 5062
2.15622e+06 0.137395 1207 4258
2.7943e+06 0.132311 1555 5305
2.00224e+06 0.145498 1091 3199
2.39458e+06 0.155629 1234 3473
2.31547e+06 0.141003 1295 3595
2.33768e+06 0.147465 1269 4428
1.9841e+06 0.138115 1076 4801
1.90101e+06 0.123305 1084 2775
2.20796e+06 0.149458 1165 3990
2.09785e+06 0.128918 1158 5159
2.12893e+06 0.128355 1160 3081
2.36148e+06 0.147747 1269 4216
2.32455e+06 0.145335 1321 4658
3.11693e+06 0.148656 1695 5586
2.09996e+06 0.137347 1136 3670
2.01807e+06 0.165373 1087 4617
2.10182e+06 0.144043 1153 3551
2.6315e+06 0.127588 1425 5026
2.14482e+06 0.139269 1131 3250
2.2584e+06 0.132207 1242 5862
2.78505e+06 0.146287 1514 5813
2.44506e+06 0.125297 1403 5454
2.65948e+06 0.137443 1458 5871
2.28122e+06 0.140982 1221 4666
2.57398e+06 0.134897 1465 5963
2.24735e+06 0.146736 1212 3907
2.03719e+06 0.141444 1085 2959
1.89184e+06 0.136986 1020 3034
2.25892e+06 0.155761 1218 3534
2.07201e+06 0.136417 1121 3658
2.09429e+06 0.143779 1133 3405
2.12483e+06 0.148688 1141 4883
2.02594e+06 0.141355 1082 4095
2.18689e+06 0.134091 1156 3681
1.94326e+06 0.135928 1064 3831
1.84393e+06 0.129964 1007 3732
2.05757e+06 0.140176 1110 3347
2.56395e+06 0.145008 1368 3858
2.94296e+06 0.149336 1598 6493
2.26558e+06 0.146007 1274 5727
2.21636e+06 0.151169 1169 3857
2.22874e+06 0.145625 1225 3759
2.07051e+06 0.13783 1121 4492
2.0267e+06 0.140453 1075 3908
2.12403e+06 0.13944 1149 4273
1.98901e+06 0.137551 1052 3251
2.32384e+06 0.156089 1242 5057
2.17329e+06 0.129391 1194 4594
2.09866e+06 0.14344 1127 3687
2.20536e+06 0.140472 1183 3362
2.07405e+06 0.135714 1146 3755
2.00977e+06 0.152009 1058 4785
2.69675e+06 0.155873 1421 4102
3.06965e+06 0.133259 1690 8165
2.72155e+06 0.151864 1437 5164
2.32651e+06 0.136787 1284 4274
2.27184e+06 0.143347 1214 3608
2.03113e+06 0.129794 1109 3688
2.0565e+06 0.141355 1103 3010
2.3948e+06 0.143914 1289 5529
1.85075e+06 0.134718 989 2924
2.17981e+06 0.155504 1172 3820
1.92284e+06 0.133533 1052 3480
2.38166e+06 0.144502 1299 4042
2.57444e+06 0.136259 1437 10978
2.07954e+06 0.157077 1084 2668
2.26125e+06 0.140569 1267 5704
1.82145e+06 0.156138 953 2983
2.12239e+06 0.143672 1111 3469
2.29324e+06 0.149158 1249 6551
2.02154e+06 0.143465 1134 3174
2.67493e+06 0.138286 1485 4863
1.88772e+06 0.148987 1007 3029
3.09161e+06 0.14382 1727 6805
2.5364e+06 0.146682 1421 5956
2.93309e+06 0.130905 1650 8544
2.31732e+06 0.150693 1256 4082
2.19392e+06 0.149324 1201 4361
2.0999e+06 0.137277 1112 4413
2.03302e+06 0.149024 1098 3320
2.21831e+06 0.142857 1234 4636
2.50761e+06 0.135889 1403 5574
2.29577e+06 0.139286 1297 4682
2.12166e+06 0.129513 1129 3523
2.37306e+06 0.130486 1327 4776
2.67923e+06 0.129184 1540 6358
2.20121e+06 0.131349 1207 3613
2.37408e+06 0.144082 1283 4293
1.90226e+06 0.147968 1042 2893
2.64235e+06 0.139353 1420 6109
3.10574e+06 0.14278 1660 5537
2.20579e+06 0.12907 1206 4352
2.15525e+06 0.149133 1149 3829
2.05571e+06 0.135183 1122 4622
1.90283e+06 0.141219 1041 3292
1.94475e+06 0.136446 1082 2993
1.90502e+06 0.142442 993 2676
2.28958e+06 0.140924 1207 3945
2.31359e+06 0.141397 1234 4815
2.19343e+06 0.156703 1175 4001
2.14675e+06 0.14171 1138 5260
2.73289e+06 0.132432 1428 3885
2.32708e+06 0.139681 1250 4032
2.13178e+06 0.140534 1146 3046
2.71068e+06 0.140909 1498 5573
2.04007e+06 0.149511 1063 3127
2.82348e+06 0.151203 1585 7055
2.20539e+06 0.13847 1194 3796
2.61649e+06 0.133144 1434 5228
1.95833e+06 0.143876 1058 3411
2.3256e+06 0.132606 1264 3967
2.11125e+06 0.146216 1110 2641
2.12811e+06 0.142689 1164 4213
2.11581e+06 0.155898 1154 3800
2.00186e+06 0.138369 1115 4121
2.02799e+06 0.139037 1109 3050
2.92794e+06 0.143893 1605 6795
2.05309e+06 0.139363 1066 3337
2.14726e+06 0.137604 1190 4963
2.01932e+06 0.126984 1151 4202
1.93196e+06 0.133652 1053 3288
2.4893e+06 0.156412 1364 6931
2.23093e+06 0.141408 1168 3466
1.99599e+06 0.142264 1081 3392
2.13208e+06 0.149711 1133 3776
2.75941e+06 0.141808 1520 4173
2.27544e+06 0.137578 1213 3505
2.38152e+06 0.133487 1304 5409
2.57374e+06 0.141079 1481 7136
2.22482e+06 0.153486 1214 3822
2.35499e+06 0.134649 1300 4984
2.26222e+06 0.147417 1229 4008
2.00799e+06 0.135119 1101 4945
2.28508e+06 0.149884 1239 4303
2.2226e+06 0.141856 1215 4261
2.47433e+06 0.149802 1328 4086
2.08525e+06 0.14188 1087 3251
2.45402e+06 0.155747 1339 5540
2.30029e+06 0.144444 1269 3922
2.01404e+06 0.1426 1108 3890
1.97556e+06 0.152392 1053 3461
2.17292e+06 0.137911 1167 3217
2.34455e+06 0.157015 1326 4578
2.15333e+06 0.1329 1191 4012
2.09223e+06 0.139096 1101 2828
2.47028e+06 0.159267 1290 3925
2.15769e+06 0.150177 1178 4079
2.55634e+06 0.126116 1373 4617
2.06941e+06 0.144276 1109 3495
2.30002e+06 0.150825 1222 4635
2.26132e+06 0.141932 1255 3970
2.27515e+06 0.145134 1209 3171
2.20324e+06 0.127326 1206 4845
1.93952e+06 0.133293 1073 4218
2.33317e+06 0.131488 1277 3453
1.99744e+06 0.155685 1048 3427
2.12287e+06 0.141782 1134 5122
2.14866e+06 0.136471 1180 3813
2.07819e+06 0.127797 1140 3772
2.27788e+06 0.145207 1206 4024
