TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
2.41354e+06 0 1424 3536
2.4756e+06 0 1452 4371
3.30233e+06 0 1919 8322
2.65963e+06 0 1532 3990
2.64807e+06 0 1536 4599
2.67685e+06 0 1563 4700
2.90481e+06 0 1693 5611
2.34072e+06 0 1410 3652
3.01319e+06 0 1731 5012
3.79803e+06 0 2139 7281
3.05776e+06 0 1730 5501
2.71533e+06 0 1565 4166
2.62882e+06 0 1544 4156
2.94708e+06 0 1701 5153
3.00401e+06 0 1685 5850
2.62752e+06 0 1532 4935
3.05338e+06 0 1791 6167
2.9967e+06 0 1724 6865
2.40457e+06 0 1486 4948
2.54721e+06 0 1501 4685
2.88985e+06 0 1692 5273
2.91941e+06 0 1700 4872
2.65401e+06 0 1550 4359
2.33035e+06 0 1407 3953
3.26279e+06 0 1831 5294
2.41129e+06 0 1415 3968
2.68022e+06 0 1557 5235
2.39494e+06 0 1453 4338
2.74033e+06 0 1577 4264
3.00338e+06 0 1727 5070
2.59369e+06 0 1531 4420
2.55602e+06 0 1502 4525
3.30026e+06 0 1904 6278
3.69786e+06 0 2066 10164
2.88631e+06 0 1675 6496
2.70669e+06 0 1522 3870
2.90748e+06 0 1683 4656
2.65238e+06 0 1517 4125
2.93869e+06 0 1698 5525
3.11667e+06 0 1760 5093
2.51709e+06 0 1499 5249
2.62427e+06 0 1511 4945
2.61111e+06 0 1537 4323
2.48149e+06 0 1468 4449
2.89844e+06 0 1718 4821
3.33735e+06 0 1880 7570
2.68718e+06 0 1563 4962
3.24291e+06 0 1840 5913
3.02167e+06 0 1674 5987
2.29687e+06 0 1340 3934
3.74167e+06 0 2134 7350
3.76138e+06 0 2073 6930
2.4243e+06 0 1422 3467
2.2833e+06 0 1373 3660
2.75785e+06 0 1579 4476
2.70732e+06 0 1611 5059
3.66813e+06 0 2064 6911
2.71788e+06 0 1568 4447
3.62656e+06 0 2055 6991
2.79934e+06 0 1599 4253
2.64488e+06 0 1560 4578
2.96143e+06 0 1689 4818
2.62613e+06 0 1531 5122
2.51888e+06 0 1455 4072
2.71528e+06 0 1574 6644
2.73996e+06 0 1591 4922
3.05556e+06 0 1766 5092
2.97164e+06 0 1697 5244
3.20244e+06 0 1835 6315
2.64548e+06 0 1581 4439
2.99815e+06 0 1703 5468
2.48259e+06 0 1481 3809
3.5724e+06 0 1972 5788
2.87523e+06 0 1697 4316
2.91212e+06 0 1678 4840
2.43384e+06 0 1443 3459
2.09997e+06 0 1295 4095
2.87503e+06 0 1640 4963
2.69447e+06 0 1594 5539
2.56627e+06 0 1498 4233
2.93402e+06 0 1674 3939
3.04279e+06 0 1820 6159
3.8999e+06 0 2140 5869
2.97004e+06 0 1736 5260
2.60929e+06 0 1558 4434
2.68877e+06 0 1594 4910
3.64602e+06 0 2041 5799
2.76123e+06 0 1576 4822
2.44107e+06 0 1422 3897
3.62587e+06 0 2025 7180
2.40701e+06 0 1430 4273
3.64307e+06 0 2061 7681
3.36867e+06 0 1923 8276
3.36212e+06 0 1973 8613
2.78564e+06 0 1610 6131
2.5388e+06 0 1478 3816
2.3392e+06 0 1394 4280
3.22046e+06 0 1865 5400
2.67735e+06 0 1568 4783
2.82001e+06 0 1655 4829
2.79727e+06 0 1632 4911
2.57183e+06 0 1503 4491
2.59035e+06 0 1472 3860
2.85086e+06 0 1708 5284
2.37044e+06 0 1427 4159
2.61072e+06 0 1532 4369
3.37454e+06 0 1883 6656
3.40344e+06 0 1883 4731
2.50921e+06 0 1496 3654
3.21346e+06 0 1834 6246
2.52655e+06 0 1484 4169
2.56444e+06 0 1504 4020
2.65502e+06 0 1541 4832
3.28275e+06 0 1916 7803
2.50572e+06 0 1455 5280
3.07878e+06 0 1761 5960
2.41027e+06 0 1411 4117
2.42712e+06 0 1416 3880
2.82725e+06 0 1628 4825
2.59186e+06 0 1543 4206
2.67679e+06 0 1559 6234
3.98683e+06 0 2189 7386
3.53352e+06 0 1963 7585
4.00686e+06 0 2197 5802
2.89356e+06 0 1685 5904
2.87669e+06 0 1643 6337
2.41901e+06 0 1427 3808
2.61071e+06 0 1525 4230
3.138e+06 0 1786 5609
2.59963e+06 0 1543 4317
2.89399e+06 0 1686 4964
2.36017e+06 0 1414 3536
3.04639e+06 0 1754 4486
2.85932e+06 0 1651 4650
2.87709e+06 0 1656 4046
2.61697e+06 0 1553 3965
2.75071e+06 0 1640 5031
3.12694e+06 0 1783 6240
2.7143e+06 0 1576 4693
2.50264e+06 0 1522 4167
3.44564e+06 0 1970 5481
2.55711e+06 0 1524 4160
3.76301e+06 0 2115 8419
3.08407e+06 0 1796 5692
3.63868e+06 0 2072 7918
2.86365e+06 0 1654 4472
3.09415e+06 0 1820 6475
2.72574e+06 0 1566 4039
2.5957e+06 0 1535 4056
2.81336e+06 0 1668 6726
